Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
pb,pb2304,1.0,SHFE,15210.0,15230.0,15155.0,15180.0,34601,2626395450,67179,15180.0,0.14,0.14,4,5,5.0,20230417,17005.0,13360.0,20220418,202304
PF,PF304,1.0,CZCE,7316.0,7342.0,7238.0,7260.0,71848,523915616,52159,7292.0,0.08,0.08,6,5,2.0,20230417,7850.0,6822.0,20220419,202304
pg,pg2304,1.0,DCE,5084.0,5089.0,4931.0,4962.0,96839,9686559200,52132,5001.0,0.13,0.13,6,20,1.0,20230425,5651.0,4531.0,20220427,202304
PK,PK304,1.0,CZCE,10798.0,10816.0,10682.0,10796.0,86078,924994188,70360,10746.0,0.08,0.08,2,5,2.0,20230417,11578.0,10062.0,20220419,202304
PM,PM303,1.0,CZCE,,,,,0,0,0,3122.0,0.2,0.2,2,50,1.0,20230314,3560.0,2684.0,20220315,202303
pp,pp2305,1.0,DCE,7803.0,7822.0,7745.0,7766.0,347692,13514129030,480025,7773.0,0.11,0.11,6,5,1.0,20230517,8448.0,7198.0,20220519,202305
rb,rb2305,1.0,SHFE,4250.0,4322.0,4206.0,4313.0,2639304,112339806090,2107683,4256.0,0.13,0.13,6,10,1.0,20230515,4718.0,3783.0,20220517,202305
RI,RI303,1.0,CZCE,,,,,0,0,0,2479.0,0.2,0.2,2,20,1.0,20230314,2827.0,2131.0,20220315,202303
RM,RM305,1.0,CZCE,3056.0,3082.0,3052.0,3070.0,413489,1269411230,449353,3070.0,0.09,0.09,6,10,1.0,20230517,3304.0,2814.0,20220519,202305
rr,rr2304,1.0,DCE,3356.0,3362.0,3347.0,3350.0,2329,78128840,10213,3354.0,0.06,0.06,6,10,1.0,20230417,3517.0,3183.0,20220419,202304
RS,RS311,1.0,CZCE,6019.0,6019.0,5953.0,5985.0,11,65758,3,5978.0,0.2,0.2,2,10,1.0,20231114,6624.0,5418.0,20221115,202311
ru,ru2305,1.0,SHFE,12315.0,12330.0,12180.0,12190.0,212565,26046908100,255873,12250.0,0.1,0.1,6,10,5.0,20230515,13365.0,11385.0,20220517,202305
SA,SA305,1.0,CZCE,2888.0,2918.0,2874.0,2899.0,770947,2232662512,621194,2896.0,0.12,0.12,6,20,1.0,20230517,3135.0,2669.0,20220519,202305
sc,sc2304,1.0,SHFE,563.7,565.2,556.7,560.7,122333,68565752300,30060,560.4,0.15,0.15,3,1000,0.1,20230331,647.7,498.6,20220401,202304
SF,SF305,1.0,CZCE,7900.0,7914.0,7804.0,7884.0,203901,1601846256,187861,7856.0,0.12,0.12,2,5,2.0,20230517,8728.0,7140.0,20220519,202305
SM,SM305,1.0,CZCE,7364.0,7448.0,7334.0,7408.0,147057,1085868888,172949,7384.0,0.12,0.12,2,5,2.0,20230517,8106.0,6630.0,20220519,202305
sn,sn2304,1.0,SHFE,195500.0,196580.0,191800.0,192910.0,187730,36494369240,72056,194390.0,0.14,0.14,4,1,10.0,20230417,221950.0,174380.0,20220418,202304
sp,sp2305,1.0,SHFE,6378.0,6380.0,6222.0,6240.0,241933,15267002020,175040,6310.0,0.15,0.15,6,10,2.0,20230515,7224.0,5562.0,20220517,202305
SR,SR305,1.0,CZCE,6180.0,6229.0,6179.0,6207.0,491598,3050365590,544803,6205.0,0.07,0.07,6,10,1.0,20230517,6564.0,5820.0,20220519,202305
ss,ss2304,1.0,SHFE,15900.0,15940.0,15765.0,15890.0,98584,7817950000,77318,15860.0,0.14,0.14,4,5,5.0,20230417,17875.0,14040.0,20220418,202304
T,T2306,1.0,CFFEX,100.095,100.24,100.09,100.195,54360,54459218750,168298,100.205,0.02,0.02,12,10000,0.005,20230609,102.105,98.105,20220913,202306
TA,TA305,1.0,CZCE,5806.0,5836.0,5726.0,5758.0,2113444,12215706320,1630565,5780.0,0.07,0.07,6,5,2.0,20230517,6170.0,5470.0,20220519,202305
TF,TF2306,1.0,CFFEX,100.775,100.865,100.75,100.83,47946,48343946000,99422,100.835,0.012,0.012,12,10000,0.005,20230609,101.985,99.575,20220913,202306
TS,TS2306,1.0,CFFEX,100.715,100.755,100.705,100.745,40245,81085275900,57218,100.74,0.005,0.005,12,20000,0.005,20230609,101.22,100.22,20220913,202306
UR,UR305,1.0,CZCE,2509.0,2521.0,2480.0,2499.0,177441,443247618,182401,2498.0,0.08,0.08,2,20,1.0,20230517,2682.0,2330.0,20220519,202305
v,v2305,1.0,DCE,6456.0,6459.0,6315.0,6331.0,1001049,31872926270,662418,6367.0,0.11,0.11,6,5,1.0,20230517,6994.0,5958.0,20220519,202305
WH,WH303,1.0,CZCE,,,,,0,0,0,3050.0,0.2,0.2,2,20,1.0,20230314,3264.0,2836.0,20220315,202303
wr,wr2305,1.0,SHFE,4880.0,4947.0,4842.0,4947.0,70,3417860,47,4882.0,0.13,0.13,2,10,1.0,20230515,5445.0,4366.0,20220517,202305
y,y2305,1.0,DCE,8740.0,8786.0,8722.0,8748.0,366592,32083211600,452539,8750.0,0.09,0.09,6,10,2.0,20230517,9494.0,8090.0,20220519,202305
ZC,ZC304,1.0,CZCE,,,,,0,0,0,801.4,0.5,0.5,6,100,0.2,20230410,961.8,641.0,20220412,202304
zn,zn2304,1.0,SHFE,23310.0,23370.0,23150.0,23185.0,90874,10565453950,82166,23250.0,0.14,0.14,4,5,5.0,20230417,26060.0,20475.0,20220418,202304
