Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
SA,SA305,1.0,CZCE,2898.0,2929.0,2860.0,2861.0,996404,2882596772,589966,2893.0,0.12,0.12,6,20,1.0,20230517,3150.0,2682.0,20220519,202305
sc,sc2304,1.0,SHFE,546.9,558.3,545.1,552.6,151605,83563912300,29611,551.1,0.15,0.15,3,1000,0.1,20230331,632.2,486.7,20220401,202304
SF,SF305,1.0,CZCE,7850.0,7878.0,7800.0,7824.0,130530,1022572020,198648,7834.0,0.12,0.12,2,5,2.0,20230517,8624.0,7056.0,20220519,202305
SM,SM305,1.0,CZCE,7390.0,7412.0,7328.0,7340.0,124116,913741992,192075,7362.0,0.12,0.12,2,5,2.0,20230517,8122.0,6642.0,20220519,202305
sn,sn2304,1.0,SHFE,185900.0,189930.0,184020.0,188880.0,238133,44645327970,77521,187480.0,0.14,0.14,4,1,10.0,20230417,212540.0,166990.0,20220418,202304
sp,sp2305,1.0,SHFE,6110.0,6218.0,6028.0,6158.0,283882,17410641760,174775,6132.0,0.15,0.15,6,10,2.0,20230515,6974.0,5368.0,20220517,202305
SR,SR305,1.0,CZCE,6302.0,6328.0,6255.0,6296.0,558834,3514507026,543461,6289.0,0.07,0.07,6,10,1.0,20230517,6669.0,5913.0,20220519,202305
ss,ss2304,1.0,SHFE,15810.0,15930.0,15620.0,15730.0,103195,8133559175,76374,15760.0,0.14,0.14,4,5,5.0,20230417,17710.0,13915.0,20220418,202304
T,T2306,1.0,CFFEX,100.29,100.3,100.1,100.205,60686,60811933950,171212,100.205,0.02,0.02,12,10000,0.005,20230609,102.26,98.25,20220913,202306
TA,TA305,1.0,CZCE,5748.0,5832.0,5734.0,5806.0,2573957,14908358944,1581005,5792.0,0.07,0.07,6,5,2.0,20230517,6130.0,5434.0,20220519,202305
TF,TF2306,1.0,CFFEX,100.85,100.87,100.74,100.83,47407,47796067900,97836,100.82,0.012,0.012,12,10000,0.005,20230609,102.06,99.64,20220913,202306
TS,TS2306,1.0,CFFEX,100.755,100.76,100.705,100.74,33006,66502948200,57811,100.745,0.005,0.005,12,20000,0.005,20230609,101.24,100.24,20220913,202306
UR,UR305,1.0,CZCE,2455.0,2483.0,2425.0,2480.0,173556,426253536,170988,2456.0,0.08,0.08,2,20,1.0,20230517,2646.0,2298.0,20220519,202305
v,v2305,1.0,DCE,6300.0,6440.0,6300.0,6381.0,977443,31149471385,597583,6373.0,0.11,0.11,6,5,1.0,20230517,6822.0,5812.0,20220519,202305
WH,WH303,1.0,CZCE,,,,,0,0,0,3050.0,0.2,0.2,2,20,1.0,20230314,3264.0,2836.0,20220315,202303
wr,wr2305,1.0,SHFE,4944.0,4959.0,4938.0,4938.0,33,1631990,45,4945.0,0.13,0.13,2,10,1.0,20230515,5481.0,4394.0,20220517,202305
y,y2305,1.0,DCE,8556.0,8604.0,8508.0,8544.0,448991,38412919940,434512,8554.0,0.09,0.09,6,10,2.0,20230517,9352.0,7968.0,20220519,202305
ZC,ZC304,1.0,CZCE,,,,,0,0,0,801.4,0.5,0.5,6,100,0.2,20230410,961.8,641.0,20220412,202304
zn,zn2304,1.0,SHFE,22890.0,23050.0,22575.0,22985.0,169580,19361257475,85310,22830.0,0.14,0.14,4,5,5.0,20230417,25860.0,20315.0,20220418,202304
