Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
RM,RM305,1.0,CZCE,3041.0,3056.0,3034.0,3047.0,412351,1255196444,509113,3044.0,0.09,0.09,6,10,1.0,20230517,3288.0,2800.0,20220519,202305
rr,rr2304,1.0,DCE,3335.0,3345.0,3335.0,3345.0,2389,79787880,11982,3339.0,0.06,0.06,6,10,1.0,20230417,3508.0,3174.0,20220419,202304
RS,RS311,1.0,CZCE,6059.0,6059.0,6013.0,6013.0,4,24116,3,6029.0,0.2,0.2,2,10,1.0,20231114,6596.0,5396.0,20221115,202311
ru,ru2305,1.0,SHFE,12590.0,12600.0,12415.0,12430.0,292750,36503078950,247473,12465.0,0.1,0.1,6,10,5.0,20230515,13610.0,11595.0,20220517,202305
SA,SA305,1.0,CZCE,2980.0,2987.0,2914.0,2938.0,1218016,3576094976,638633,2936.0,0.12,0.12,6,20,1.0,20230517,3206.0,2730.0,20220519,202305
sc,sc2304,1.0,SHFE,568.1,575.2,555.3,570.6,146804,83003998500,30312,565.4,0.15,0.15,3,1000,0.1,20230331,639.2,492.1,20220401,202304
SF,SF305,1.0,CZCE,8058.0,8074.0,7880.0,7934.0,233996,1858396232,170357,7942.0,0.12,0.12,2,5,2.0,20230517,8958.0,7326.0,20220519,202305
SM,SM305,1.0,CZCE,7420.0,7442.0,7360.0,7392.0,173339,1282015244,168927,7396.0,0.12,0.12,2,5,2.0,20230517,8256.0,6752.0,20220519,202305
sn,sn2304,1.0,SHFE,198310.0,202000.0,196510.0,199650.0,158404,31602026240,68702,199500.0,0.14,0.14,4,1,10.0,20230417,223970.0,175980.0,20220418,202304
sp,sp2305,1.0,SHFE,6358.0,6452.0,6336.0,6430.0,172693,11049489000,153427,6398.0,0.15,0.15,6,10,2.0,20230515,7220.0,5558.0,20220517,202305
SR,SR305,1.0,CZCE,6057.0,6134.0,6048.0,6127.0,372385,2270803730,505267,6098.0,0.07,0.07,6,10,1.0,20230517,6368.0,5646.0,20220519,202305
ss,ss2304,1.0,SHFE,16345.0,16445.0,16240.0,16330.0,66216,5411203425,66819,16340.0,0.14,0.14,4,5,5.0,20230417,18190.0,14295.0,20220418,202304
T,T2306,1.0,CFFEX,99.9,100.03,99.9,100.0,58695,58682543550,160624,99.995,0.02,0.02,12,10000,0.005,20230609,101.765,97.775,20220913,202306
TA,TA305,1.0,CZCE,5758.0,5792.0,5702.0,5776.0,1878221,10788501424,1518916,5744.0,0.07,0.07,6,5,2.0,20230517,6096.0,5404.0,20220519,202305
TF,TF2306,1.0,CFFEX,100.65,100.745,100.645,100.73,52277,52649667300,95248,100.72,0.012,0.012,12,10000,0.005,20230609,101.775,99.365,20220913,202306
TS,TS2306,1.0,CFFEX,100.665,100.71,100.66,100.71,33262,66985630100,53013,100.7,0.005,0.005,12,20000,0.005,20230609,101.135,100.135,20220913,202306
UR,UR305,1.0,CZCE,2495.0,2517.0,2467.0,2500.0,183589,457870966,184571,2494.0,0.08,0.08,2,20,1.0,20230517,2697.0,2343.0,20220519,202305
v,v2305,1.0,DCE,6418.0,6457.0,6366.0,6408.0,968363,31044837980,660516,6411.0,0.11,0.11,6,5,1.0,20230517,6917.0,5893.0,20220519,202305
WH,WH303,1.0,CZCE,,,,,0,0,0,3050.0,0.2,0.2,2,20,1.0,20230314,3264.0,2836.0,20220315,202303
wr,wr2305,1.0,SHFE,4966.0,4966.0,4872.0,4889.0,55,2694670,46,4899.0,0.13,0.13,2,10,1.0,20230515,5497.0,4408.0,20220517,202305
y,y2305,1.0,DCE,9026.0,9052.0,8876.0,8892.0,606729,54452400660,486495,8974.0,0.09,0.09,6,10,2.0,20230517,9670.0,8238.0,20220519,202305
ZC,ZC303,1.0,CZCE,,,,,0,0,0,801.0,0.5,0.5,6,100,0.2,20230307,961.2,640.8,20220308,202303
zn,zn2304,1.0,SHFE,23405.0,23595.0,23185.0,23280.0,106351,12428128475,82434,23370.0,0.14,0.14,4,5,5.0,20230417,26070.0,20485.0,20220418,202304
