Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
i,i2305,1.0,DCE,910.0,914.5,905.0,912.5,379352,34502809050,855743,909.5,0.13,0.13,6,100,0.5,20230517,997.0,800.0,20220519,202305
IC,IC2303,1.0,CFFEX,6389.8,6408.0,6363.0,6381.0,34285,43751649360,126714,6374.8,0.14,0.14,11,200,0.2,20230317,7026.4,5749.2,20220718,202303
IF,IF2303,1.0,CFFEX,4124.0,4145.0,4121.0,4126.6,51643,63997237500,112305,4127.4,0.12,0.12,11,300,0.2,20230317,4546.2,3719.8,20220718,202303
IH,IH2303,1.0,CFFEX,2769.0,2790.4,2766.2,2775.8,35215,29340996780,73763,2776.4,0.12,0.12,11,300,0.2,20230317,3056.2,2500.6,20220718,202303
IM,IM2303,1.0,CFFEX,6978.0,7013.6,6941.6,6961.6,30230,42123760800,64064,6955.0,0.15,0.15,11,200,0.2,20230317,7672.8,6278.0,20220722,202303
j,j2305,1.0,DCE,2970.0,2977.5,2931.0,2954.5,25115,7420086400,42621,2954.0,0.2,0.2,6,100,0.5,20230517,3376.0,2496.0,20220519,202305
jd,jd2305,1.0,DCE,4396.0,4414.0,4330.0,4350.0,105110,4586655690,136988,4363.0,0.09,0.09,2,10,1.0,20230526,4760.0,4056.0,20220527,202305
jm,jm2305,1.0,DCE,2040.0,2048.5,2005.0,2018.0,55339,6722977440,88967,2024.5,0.2,0.2,6,60,0.5,20230517,2331.0,1723.0,20220519,202305
JR,JR303,1.0,CZCE,,,,,0,0,0,2662.0,0.2,0.2,2,20,1.0,20230314,3035.0,2289.0,20220315,202303
l,l2305,1.0,DCE,8386.0,8434.0,8365.0,8382.0,298777,12544924735,438869,8397.0,0.11,0.11,6,5,1.0,20230517,9022.0,7686.0,20220519,202305
lh,lh2305,1.0,DCE,17105.0,17345.0,17055.0,17250.0,14547,4011901920,49496,17235.0,0.15,0.15,2,16,5.0,20230526,18575.0,15825.0,20220527,202305
LR,LR303,1.0,CZCE,,,,,0,0,0,2360.0,0.2,0.2,2,20,1.0,20230314,2691.0,2029.0,20220315,202303
lu,lu2305,1.0,SHFE,4010.0,4055.0,3990.0,4032.0,78254,3142894190,26981,4016.0,0.15,0.15,6,10,1.0,20230428,4576.0,3523.0,20220505,202305
m,m2305,1.0,DCE,3745.0,3748.0,3722.0,3736.0,525209,19615516830,1340415,3734.0,0.1,0.1,6,10,1.0,20230517,4052.0,3452.0,20220519,202305
MA,MA305,1.0,CZCE,2628.0,2638.0,2608.0,2610.0,1407410,3688821610,1310157,2621.0,0.08,0.08,6,10,1.0,20230517,2810.0,2442.0,20220519,202305
ni,ni2304,1.0,SHFE,195600.0,197300.0,187200.0,188180.0,156307,29883422430,86550,191180.0,0.19,0.19,4,1,10.0,20230417,227030.0,161060.0,20220418,202304
nr,nr2305,1.0,SHFE,10260.0,10335.0,10240.0,10305.0,19114,1967041850,58458,10290.0,0.1,0.1,6,10,5.0,20230515,11010.0,9375.0,20220517,202305
OI,OI305,1.0,CZCE,9847.0,9973.0,9833.0,9953.0,396548,3923445912,245544,9894.0,0.09,0.09,6,10,1.0,20230517,10614.0,9040.0,20220519,202305
p,p2305,1.0,DCE,8250.0,8386.0,8236.0,8340.0,607627,50546959220,505841,8318.0,0.12,0.12,6,10,2.0,20230517,9020.0,7380.0,20220519,202305
pb,pb2304,1.0,SHFE,15365.0,15370.0,15275.0,15285.0,39154,2999822325,55667,15320.0,0.14,0.14,4,5,5.0,20230417,17155.0,13480.0,20220418,202304
PF,PF304,1.0,CZCE,7294.0,7328.0,7258.0,7308.0,150141,1094828172,125145,7292.0,0.08,0.08,6,5,2.0,20230417,7792.0,6772.0,20220419,202304
pg,pg2304,1.0,DCE,5075.0,5090.0,5022.0,5057.0,92899,9387166020,65719,5052.0,0.13,0.13,6,20,1.0,20230425,5538.0,4442.0,20220427,202304
PK,PK304,1.0,CZCE,10998.0,11100.0,10950.0,11094.0,119666,1318240656,106496,11016.0,0.08,0.08,2,5,2.0,20230417,11658.0,10130.0,20220419,202304
PM,PM303,1.0,CZCE,,,,,0,0,0,3122.0,0.2,0.2,2,50,1.0,20230314,3560.0,2684.0,20220315,202303
pp,pp2305,1.0,DCE,7893.0,7942.0,7871.0,7891.0,324321,12820089920,425399,7905.0,0.11,0.11,6,5,1.0,20230517,8516.0,7256.0,20220519,202305
rb,rb2305,1.0,SHFE,4213.0,4236.0,4203.0,4225.0,993488,41922898460,1971186,4219.0,0.13,0.13,6,10,1.0,20230515,4659.0,3736.0,20220517,202305
RI,RI303,1.0,CZCE,,,,,0,0,0,2479.0,0.2,0.2,2,20,1.0,20230314,2827.0,2131.0,20220315,202303
RM,RM305,1.0,CZCE,3060.0,3064.0,3039.0,3041.0,415475,1267614225,520468,3051.0,0.09,0.09,6,10,1.0,20230517,3321.0,2829.0,20220519,202305
rr,rr2304,1.0,DCE,3346.0,3349.0,3343.0,3344.0,1402,46905970,13159,3345.0,0.06,0.06,6,10,1.0,20230417,3513.0,3179.0,20220419,202304
RS,RS311,1.0,CZCE,6044.0,6044.0,6040.0,6040.0,2,12084,5,6042.0,0.2,0.2,2,10,1.0,20231114,6666.0,5454.0,20221115,202311
ru,ru2305,1.0,SHFE,12570.0,12645.0,12570.0,12630.0,166883,21051181900,225002,12610.0,0.1,0.1,6,10,5.0,20230515,13505.0,11500.0,20220517,202305
SA,SA305,1.0,CZCE,2960.0,2980.0,2944.0,2970.0,635599,1882644238,705133,2962.0,0.12,0.12,6,20,1.0,20230517,3180.0,2708.0,20220519,202305
sc,sc2304,1.0,SHFE,552.7,562.0,549.0,559.0,135846,75320354700,30537,554.4,0.15,0.15,3,1000,0.1,20230331,628.0,483.5,20220401,202304
SF,SF305,1.0,CZCE,8132.0,8148.0,8084.0,8140.0,126133,1024452226,153788,8122.0,0.12,0.12,2,5,2.0,20230517,8896.0,7276.0,20220519,202305
SM,SM305,1.0,CZCE,7500.0,7506.0,7454.0,7494.0,114767,858916228,152447,7484.0,0.12,0.12,2,5,2.0,20230517,8236.0,6736.0,20220519,202305
sn,sn2304,1.0,SHFE,210050.0,211590.0,203630.0,204810.0,193936,40098636290,68422,206760.0,0.14,0.14,4,1,10.0,20230417,231120.0,181590.0,20220418,202304
sp,sp2305,1.0,SHFE,6524.0,6544.0,6416.0,6434.0,159474,10334333920,151611,6480.0,0.15,0.15,6,10,2.0,20230515,7340.0,5650.0,20220517,202305
SR,SR305,1.0,CZCE,5971.0,5998.0,5967.0,5990.0,256375,1534148000,430690,5984.0,0.07,0.07,6,10,1.0,20230517,6295.0,5581.0,20220519,202305
ss,ss2304,1.0,SHFE,16350.0,16350.0,16155.0,16180.0,69142,5614653425,77808,16240.0,0.14,0.14,4,5,5.0,20230417,18250.0,14335.0,20220418,202304
T,T2306,1.0,CFFEX,99.9,99.915,99.69,99.745,67439,67297801250,155318,99.725,0.02,0.02,12,10000,0.005,20230609,101.855,97.865,20220913,202306
TA,TA305,1.0,CZCE,5718.0,5766.0,5688.0,5724.0,1771561,10143958286,1499306,5726.0,0.07,0.07,6,5,2.0,20230517,6028.0,5344.0,20220519,202305
TF,TF2306,1.0,CFFEX,100.6,100.645,100.495,100.545,44758,45011579550,90013,100.525,0.012,0.012,12,10000,0.005,20230609,101.81,99.4,20220913,202306
TS,TS2306,1.0,CFFEX,100.645,100.655,100.6,100.615,33003,66420037200,48010,100.61,0.005,0.005,12,20000,0.005,20230609,101.13,100.13,20220913,202306
UR,UR305,1.0,CZCE,2493.0,2541.0,2479.0,2540.0,180928,456119488,181898,2521.0,0.08,0.08,2,20,1.0,20230517,2641.0,2295.0,20220519,202305
v,v2305,1.0,DCE,6387.0,6438.0,6372.0,6387.0,628361,20111679245,691473,6401.0,0.11,0.11,6,5,1.0,20230517,6879.0,5861.0,20220519,202305
WH,WH303,1.0,CZCE,,,,,0,0,0,3050.0,0.2,0.2,2,20,1.0,20230314,3264.0,2836.0,20220315,202303
wr,wr2305,1.0,SHFE,4946.0,4979.0,4930.0,4947.0,42,2077990,46,4947.0,0.13,0.13,2,10,1.0,20230515,5485.0,4398.0,20220517,202305
y,y2305,1.0,DCE,8852.0,8914.0,8810.0,8892.0,488235,43303676860,472256,8868.0,0.09,0.09,6,10,2.0,20230517,9534.0,8122.0,20220519,202305
ZC,ZC303,1.0,CZCE,,,,,0,0,0,801.0,0.5,0.5,6,100,0.2,20230307,961.2,640.8,20220308,202303
zn,zn2304,1.0,SHFE,23530.0,23645.0,23400.0,23545.0,91344,10748881050,87271,23530.0,0.14,0.14,4,5,5.0,20230417,26115.0,20520.0,20220418,202304
